id,ime_beli,ime_crni,rating_beli,rating_crni,rezultat,rating_spr,poteze,st_potez,leto,underdog,pravi_underdog 
16094134,Richard Rapport,Le Quang Liem,2724,2744,0.5,0.287505638922686,1. Nf3 d5 2. g3 c6 3. Bg2 Bg4,46,2021,1,0
16094732,Richard Rapport,Hikaru Nakamura,2724,2829,0.5,1.4666884232561466,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,22,2021,1,1
16094808,Richard Rapport,Shakhriyar Mamedyarov,2776,2755,0.5,-0.30184680003902065,1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7,51,2021,1,0
16094838,Richard Rapport,Samuel Shankland,2776,2704,0.5,-1.0215809317471691,1. Nf3 d5 2. g3 g6 3. Bg2 Bg7,59,2021,1,0
16095086,Richard Rapport,Fabiano Caruana,2776,2734,0.5,-0.6015014523190287,1. Nf3 d5 2. g3 c5 3. Bg2 Nc6,67,2021,1,0
16095400,Richard Rapport,Jeffery Xiong,2776,2724,0.5,-0.7428020365452448,1. Nf3 c5 2. g3 Nc6 3. Bg2 g6,47,2021,1,0
16099130,Richard Rapport,Maxime Vachier-Lagrave,2763,2751,0.5,-0.17262524432376192,1. Nf3 c5 2. c4 Nf6 3. g3 g6,36,2021,1,0
16103080,Richard Rapport,Fabiano Caruana,2763,2806,0.5,0.6156793897364604,1. e4 c5 2. Nf3 e6 3. d4 cxd4,62,2021,1,0
16103778,Richard Rapport,Leinier Dominguez Perez,2763,2758,0.5,-0.07195081709051365,1. d4 d5 2. c4 dxc4 3. Nf3 Nf6,45,2021,1,0
16113274,Richard Rapport,Magnus Carlsen,2760,2855,0.5,1.3340770007116758,1. g3 d5 2. Nf3 c5 3. Bg2 Nc6,42,2021,1,0
16113696,Richard Rapport,Magnus Carlsen,2760,2855,0.5,1.3340770007116758,1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7,18,2021,1,0
16119796,Richard Rapport,Ian Nepomniachtchi,2760,2792,0.5,0.4592192278048368,1. d4 Nf6 2. c4 e6 3. Nf3 d5,18,2021,1,0
16139108,Richard Rapport,Michal Krasenkow,2770,2578,0.5,-2.5124079353371065,1. d4 Nf6 2. c4 g6 3. Nc3 d5,40,2021,1,1
16139814,Richard Rapport,Arik Braun,2770,2589,0.5,-2.3922025414066783,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,30,2021,1,1
16155953,Richard Rapport,Alexey Sarana,2754,2689,0.5,-0.9246623058433179,1. d4 Nf6 2. Bg5 d5 3. e3 c5,30,2021,1,0
16202345,Sergey Karjakin,Alexander Grischuk,2747,2745,0.5,-0.028781995748109468,1. e4 e6 2. d4 d5 3. Nc3 Bb4,33,2022,1,0
16202377,Alexander Grischuk,Sergey Karjakin,2745,2747,0,-4.971218004251891,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,61,2022,0,0
16025161,Sergey Karjakin,Jorden van Foreest,2757,2701,1,4.201002396421185,1. e4 e6 2. d4 d5 3. Nc3 Nf6,61,2021,0,0
16025225,Sergey Karjakin,Alireza Firouzja,2757,2759,1,5.028781995748108,1. e4 c6 2. d4 d5 3. e5 Bf5,57,2021,1,0
16025259,Sergey Karjakin,David Anton Guijarro,2757,2673,1,3.814158779109693,1. d4 Nf6 2. Bf4 e6 3. e3 b6,69,2021,0,0
16025421,Sergey Karjakin,Teimour Radjabov,2757,2765,1,5.1151089121779165,1. e4 c5 2. Nf3 Nc6 3. Nc3 e5,30,2021,1,0
16031569,Sergey Karjakin,Johan-Sebastian Christiansen,2757,2618,1,3.099937927196861,1. b3 e5 2. Bb2 Nc6 3. e3 d5,54,2021,0,0
16032135,Sergey Karjakin,Santosh Gujrathi Vidit,2757,2726,1,4.55505426916992,1. e4 c5 2. Nf3 e6 3. d4 cxd4,56,2021,0,0
16077886,Sergey Karjakin,Shamsiddin Vokhidov,2757,2530,1,2.130367206105308,1. e4 c5 2. Nf3 d6 3. d4 cxd4,50,2021,0,0
16082650,Sergey Karjakin,Vladislav Artemiev,2709,2757,1,5.686413918836677,1. e4 c6 2. d4 d5 3. e5 Bf5,48,2021,1,0
16085694,Sergey Karjakin,Samuel Shankland,2757,2709,1,4.313586081163323,1. e4 c5 2. Nf3 d6 3. d4 cxd4,40,2021,0,0
16085702,Sergey Karjakin,Samuel Shankland,2757,2709,1,4.313586081163323,1. e4 c5 2. Nf3 d6 3. d4 cxd4,35,2021,0,0
16086370,Sergey Karjakin,Samuel Shankland,2757,2709,1,4.313586081163323,1. e4 e6 2. d3 d5 3. Nd2 Nf6,36,2021,0,0
16089156,Sergey Karjakin,Vladimir Fedoseev,2757,2696,1,4.131049766208999,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6,33,2021,0,0
16095482,Sergey Karjakin,Maksim Chigaev,2765,2579,1,2.5526959313496533,1. d4 Nf6 2. Nf3 g6 3. c4 Bg7,31,2021,0,0
16095716,Sergey Karjakin,Evgeniy Najer,2765,2578,1,2.5417679164950058,1. d4 Nf6 2. Nf3 e6 3. Bf4 b6,61,2021,0,0
16117082,Sergey Karjakin,Magnus Carlsen,2758,2855,1,6.36076899687882,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4,54,2021,1,0
16117252,Sergey Karjakin,Ian Nepomniachtchi,2758,2792,1,5.487743358597418,1. e4 e5 2. Bc4 Nf6 3. d3 c6,55,2021,1,0
16119940,Sergey Karjakin,Aryan Tari,2758,2642,1,3.3900090875364173,1. b3 d5 2. Bb2 Bf5 3. g3 e6,46,2021,0,0
16137420,Sergey Karjakin,Krishnan Sasikiran,2757,2577,1,2.618909674595813,1. e4 c5 2. Nf3 d6 3. d4 cxd4,42,2021,0,0
16025059,Sergey Karjakin,Wesley So,2757,2770,0,-4.813002220704414,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6,54,2021,0,0
16025319,Sergey Karjakin,Shakhriyar Mamedyarov,2757,2770,0,-4.813002220704414,1. e4 c5 2. Nf3 Nf6 3. e5 Nd5,28,2021,0,0
16031581,Sergey Karjakin,Aryan Tari,2757,2639,0,-6.6357409804129555,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5,65,2021,1,1
16031991,Sergey Karjakin,Wesley So,2757,2770,0,-4.813002220704414,1. d4 Nf6 2. Bf4 c5 3. d5 g6,40,2021,0,0
16095698,Sergey Karjakin,Alexandr Predke,2765,2642,0,-6.699690139034832,1. d4 Nf6 2. Nf3 d5 3. Bf4 e6,31,2021,1,1
16095736,Sergey Karjakin,Kirill Alekseenko,2765,2580,0,-7.436345220073278,1. d4 d5 2. Bf4 Nf6 3. e3 e6,30,2021,1,1
16118208,Sergey Karjakin,Alireza Firouzja,2758,2754,0,-5.057562084111449,1. e4 c5 2. Nf3 d6 3. d4 cxd4,34,2021,1,0
16025009,Sergey Karjakin,Daniil Dubov,2757,2710,0.5,-0.6722884434295218,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4,13,2021,1,0
16031503,Sergey Karjakin,Jan-Krzysztof Duda,2757,2729,0.5,-0.402082283237456,1. e4 c5 2. Nf3 e6 3. d4 cxd4,69,2021,1,0
16032099,Sergey Karjakin,Le Quang Liem,2757,2709,0.5,-0.6864139188366769,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6,44,2021,1,0
16079102,Sergey Karjakin,Grigoriy Oparin,2757,2654,0.5,-1.4403385382229261,1. e4 c5 2. Nf3 d6 3. Bb5+ Nd7,38,2021,1,1
16082252,Sergey Karjakin,Vladislav Artemiev,2757,2704,0.5,-0.7568695237642964,1. e4 c6 2. d4 d5 3. e5 Bf5,33,2021,1,0
16082824,Sergey Karjakin,Vladislav Artemiev,2709,2757,0.5,0.6864139188366764,1. e4 c5 2. Nf3 e6 3. d4 cxd4,38,2021,1,0
16083302,Sergey Karjakin,Maxime Vachier-Lagrave,2757,2749,0.5,-0.11510891217791697,1. d4 Nf6 2. c4 g6 3. Nc3 d5,24,2021,1,0
16083862,Sergey Karjakin,Maxime Vachier-Lagrave,2709,2831,0.5,1.6869495630733167,1. Nf3 Nf6 2. c4 c5 3. Nc3 d5,38,2021,1,1
16083954,Sergey Karjakin,Maxime Vachier-Lagrave,2709,2831,0.5,1.6869495630733167,1. Nf3 Nf6 2. c4 c5 3. Nc3 d5,91,2021,1,1
16089888,Sergey Karjakin,Jan-Krzysztof Duda,2757,2738,0.5,-0.2731597300649302,1. d4 Nf6 2. c4 e6 3. Nf3 d5,17,2021,1,0
16095610,Sergey Karjakin,Anatoly Karpov,2765,2607,0.5,-2.1290215740545393,1. d4 Nf6 2. Nf3 e6 3. Bf4 c5,67,2021,1,1
16095742,Sergey Karjakin,Vladimir Potkin,2765,2443,0.5,-3.6454700541130447,1. d4 Nf6 2. Bf4 d5 3. e3 c5,33,2021,1,1
16114140,Sergey Karjakin,Richard Rapport,2758,2760,0.5,0.028781995748108913,1. e4 c5 2. Nf3 e6 3. d4 cxd4,47,2021,1,0
16114190,Sergey Karjakin,Richard Rapport,2758,2760,0.5,0.028781995748108913,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5,67,2021,1,0
16117206,Sergey Karjakin,Ian Nepomniachtchi,2758,2792,0.5,0.4877433585974178,1. d4 Nf6 2. c4 e6 3. Nf3 d5,29,2021,1,0
16119942,Sergey Karjakin,Aryan Tari,2758,2642,0.5,-1.6099909124635825,1. d4 Nf6 2. c4 e6 3. Nf3 d5,33,2021,1,1
16135678,Sergey Karjakin,Teimour Radjabov,2757,2747,0.5,-0.14387184165998712,1. d4 Nf6 2. c4 e6 3. Nf3 d5,38,2021,1,0
16138904,Sergey Karjakin,Ding Liren,2757,2836,0.5,1.1177050078106432,1. d4 Nf6 2. c4 e6 3. Nf3 d5,23,2021,1,0
16025003,Levon Aronian,Sergey Karjakin,2781,2757,1,4.655160552731685,1. d4 Nf6 2. Nf3 d5 3. Bf4 Bf5,34,2021,0,0
16082596,Vladislav Artemiev,Sergey Karjakin,2757,2709,1,4.313586081163323,1. Nf3 d5 2. g3 g6 3. Bg2 Bg7,26,2021,0,0
16084740,Samuel Shankland,Sergey Karjakin,2709,2757,1,5.686413918836677,1. c4 e5 2. g3 c6 3. Nf3 e4,58,2021,1,0
16085706,Samuel Shankland,Sergey Karjakin,2609,2709,1,6.400649998028851,1. c4 Nf6 2. g3 e6 3. Bg2 d5,45,2021,1,1
16090872,Jan-Krzysztof Duda,Sergey Karjakin,2738,2757,1,5.273159730064929,1. d4 Nf6 2. c4 e6 3. Nf3 d5,30,2021,1,0
16095516,Maksim Chigaev,Sergey Karjakin,2579,2765,1,7.447304068650347,1. e4 c6 2. d4 d5 3. e5 Bf5,41,2021,1,1
16095552,Anatoly Karpov,Sergey Karjakin,2607,2765,1,7.129021574054539,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,71,2021,1,1
16095648,Kirill Alekseenko,Sergey Karjakin,2580,2765,1,7.436345220073277,1. e4 c6 2. Nf3 d5 3. d3 Qc7,37,2021,1,1
16095696,Evgeniy Najer,Sergey Karjakin,2578,2765,1,7.458232083504994,1. d4 Nf6 2. Bg5 d5 3. Nd2 c5,38,2021,1,1
16095770,Vladimir Potkin,Sergey Karjakin,2443,2765,1,8.645470054113044,1. d4 d5 2. c4 c6 3. Nf3 Nf6,32,2021,1,1
16115346,Ian Nepomniachtchi,Sergey Karjakin,2792,2758,1,4.5122566414025815,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,37,2021,0,0
16119816,Magnus Carlsen,Sergey Karjakin,2855,2758,1,3.6392310031211816,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,53,2021,0,0
16025347,Nils Grandelius,Sergey Karjakin,2670,2757,0,-3.773498042127379,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6,46,2021,0,0
16032065,Gawain Jones,Sergey Karjakin,2670,2757,0,-3.773498042127379,1. e4 c6 2. d4 d5 3. e5 Bf5,36,2021,0,0
16078684,Shamsiddin Vokhidov,Sergey Karjakin,2530,2757,0,-2.1303672061053085,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5,50,2021,0,0
16078996,Grigoriy Oparin,Sergey Karjakin,2654,2757,0,-3.559661461777073,1. d4 Nf6 2. c4 e6 3. Nf3 d5,40,2021,0,0
16082682,Vladislav Artemiev,Sergey Karjakin,2757,2709,0,-5.686413918836677,1. d4 Nf6 2. Bf4 d5 3. e3 c5,49,2021,1,0
16083886,Maxime Vachier-Lagrave,Sergey Karjakin,2831,2709,0,-6.686949563073316,1. d4 Nf6 2. Nc3 d5 3. Bf4 c5,31,2021,1,1
16085660,Samuel Shankland,Sergey Karjakin,2709,2757,0,-4.313586081163324,1. c4 Nf6 2. Nf3 e6 3. b3 b6,51,2021,0,0
16095568,Andrey Esipenko,Sergey Karjakin,2595,2765,0,-2.7316992772326887,1. e4 c6 2. d4 d5 3. e5 Bf5,13,2021,0,0
16095654,Alexandr Predke,Sergey Karjakin,2642,2765,0,-3.300309860965169,1. Nf3 c5 2. c4 Nc6 3. Nc3 e5,65,2021,0,0
16113002,Alireza Firouzja,Sergey Karjakin,2754,2758,0,-4.942437915888551,1. b3 e5 2. Bb2 Nc6 3. c4 Nf6,62,2021,0,0
16115844,Aryan Tari,Sergey Karjakin,2642,2758,0,-3.3900090875364173,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,55,2021,0,0
16025193,Maxime Vachier-Lagrave,Sergey Karjakin,2758,2757,0.5,-0.01439111709152785,1. d4 Nf6 2. Bf4 d5 3. e3 c5,37,2021,1,0
16025293,Anish Giri,Sergey Karjakin,2776,2757,0.5,-0.2731597300649302,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,18,2021,1,0
16031451,Magnus Carlsen,Sergey Karjakin,2847,2757,0.5,-1.2669908166673205,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,66,2021,1,0
16031563,Levon Aronian,Sergey Karjakin,2781,2757,0.5,-0.3448394472683147,1. d4 Nf6 2. c4 e6 3. Nf3 b6,52,2021,1,0
16032049,Leinier Dominguez Perez,Sergey Karjakin,2758,2757,0.5,-0.01439111709152785,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,35,2021,1,0
16082808,Maxime Vachier-Lagrave,Sergey Karjakin,2749,2757,0.5,0.11510891217791697,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,35,2021,1,0
16082960,Vladislav Artemiev,Sergey Karjakin,2704,2757,0.5,0.7568695237642958,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,36,2021,1,0
16083936,Maxime Vachier-Lagrave,Sergey Karjakin,2831,2709,0.5,-1.6869495630733167,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,39,2021,1,1
16087598,Vladimir Fedoseev,Sergey Karjakin,2696,2757,0.5,0.8689502337910004,1. d4 Nf6 2. c4 e6 3. Nf3 d5,69,2021,1,0
16112926,Alireza Firouzja,Sergey Karjakin,2754,2758,0.5,0.05756208411144936,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5,37,2021,1,0
16116210,Aryan Tari,Sergey Karjakin,2642,2758,0.5,1.6099909124635825,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,30,2021,1,1
16136596,Vidit Santosh Gujrathi,Sergey Karjakin,2639,2757,0.5,1.6357409804129546,1. d4 Nf6 2. c4 e6 3. Nf3 d5,22,2021,1,1
16137728,S P Sethuraman,Sergey Karjakin,2556,2757,0.5,2.6079609098914225,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,34,2021,1,1
15785675,Sergey Karjakin,Maxim Matlakov,2752,2685,1,4.047569603484281,1. d4 Nf6 2. c4 e6 3. Nf3 d5,44,2020,0,0
15786665,Sergey Karjakin,Peter Svidler,2752,2723,1,4.583622972852366,1. e4 c5 2. Nf3 d6 3. d4 cxd4,38,2020,0,0
15787479,Sergey Karjakin,Vladislav Artemiev,2752,2716,1,4.483764526890395,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6,51,2020,0,0
15785127,Sergey Karjakin,Andrey Esipenko,2752,2682,0.5,-0.9939679670925683,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6,57,2020,1,0
15785399,Sergey Karjakin,Maksim Chigaev,2752,2598,0.5,-2.081663882812006,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6,28,2020,1,1
15786977,Ian Nepomniachtchi,Sergey Karjakin,2784,2752,1,4.540780772195163,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,32,2020,0,0
15787401,Daniil Dubov,Sergey Karjakin,2699,2752,1,5.756869523764296,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5,38,2020,1,0
15785017,Nikita Vitiugov,Sergey Karjakin,2722,2752,0,-4.569335079777882,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,42,2020,0,0
15785199,Mikhail Al Antipov,Sergey Karjakin,2591,2752,0,-2.8357630589706124,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5,45,2020,0,0
15785727,Aleksey Goganov,Sergey Karjakin,2573,2752,0.5,2.369947605406893,1. d4 Nf6 2. c4 e6 3. g3 d5,42,2020,1,1
15786335,Vladimir Fedoseev,Sergey Karjakin,2674,2752,0.5,1.1040242209468898,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,40,2020,1,0
16166133,Teimour Radjabov,Maxime Vachier-Lagrave,2705,2813,1,6.506046279338725,1. Nf3 d5 2. d4 e6 3. c4 dxc4,42,2022,1,1
16166193,Teimour Radjabov,Wang Hao,2705,2712,1,5.100724469274384,1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6,54,2022,1,0
16166467,Teimour Radjabov,Aryan Tari,2705,2567,1,3.112264313312868,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,42,2022,0,0
16181533,Teimour Radjabov,Hikaru Nakamura,2753,2760,1,5.100724469274384,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,41,2022,1,0
16188405,Teimour Radjabov,Ju Wenjun,2747,2610,0,-6.875382482123418,1. d4 Nf6 2. c4 e6 3. Nf3 d5,53,2022,1,1
16166165,Teimour Radjabov,Wang Hao,2753,2744,0.5,-0.12949144892863695,1. e4 e5 2. Nf3 Nf6 3. d4 Nxe4,29,2022,1,0
16166177,Teimour Radjabov,Veselin Topalov,2705,2667,0.5,-0.5446937402167595,1. Nf3 d5 2. d4 Nf6 3. c4 c6,37,2022,1,0
16166463,Teimour Radjabov,Aryan Tari,2753,2654,0.5,-1.3873774911172487,1. d4 Nf6 2. c4 e6 3. Nf3 d5,33,2022,1,0
16188287,Jan-Krzysztof Duda,Teimour Radjabov,2808,2747,1,4.131049766208999,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,56,2022,0,0
16188291,Arjun Erigaisi,Teimour Radjabov,2450,2747,1,8.467934030726807,1. d4 Nf6 2. Nf3 d5 3. Bf4 g6,32,2022,1,1
16175381,Jan-Krzysztof Duda,Teimour Radjabov,2750,2753,0.5,0.04317239755059765,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6,41,2022,1,0
15790985,Teimour Radjabov,Levon Aronian,2765,2767,1,5.028781995748108,1. d4 Nf6 2. c4 g6 3. Nc3 d5,62,2021,1,0
15791427,Teimour Radjabov,Daniil Dubov,2765,2699,1,4.061446147638222,1. Nf3 Nf6 2. c4 b6 3. d4 Bb7,48,2021,0,0
15792425,Teimour Radjabov,Samuel Shankland,2765,2691,1,3.950870979920431,1. Nf3 d5 2. d4 Nf6 3. c4 c6,45,2021,0,0
15792879,Teimour Radjabov,Anish Giri,2765,2764,1,4.985608882908473,1. e4 e5 2. Nf3 Nc6 3. d3 g6,62,2021,0,0
15792915,Teimour Radjabov,Wesley So,2765,2770,1,5.071950817090514,1. d4 Nf6 2. c4 e6 3. Nf3 d5,42,2021,1,0
15792961,Teimour Radjabov,Maxime Vachier-Lagrave,2765,2784,1,5.273159730064929,1. Nf3 Nf6 2. c4 g6 3. Nc3 d5,50,2021,1,0
15792975,Teimour Radjabov,Maxime Vachier-Lagrave,2765,2784,1,5.273159730064929,1. Nf3 Nf6 2. c4 g6 3. Nc3 d5,43,2021,1,0
15793105,Teimour Radjabov,Maxime Vachier-Lagrave,2765,2784,1,5.273159730064929,1. Nf3 f5 2. c4 Nf6 3. b3 d6,103,2021,1,0
16031397,Teimour Radjabov,Gawain Jones,2765,2670,1,3.6659229992883233,1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7,44,2021,0,0
16031429,Teimour Radjabov,Aryan Tari,2765,2639,1,3.2622381211167784,1. Nf3 d5 2. d4 Nf6 3. c4 e6,36,2021,0,0
16031445,Teimour Radjabov,Johan-Sebastian Christiansen,2765,2618,1,3.002305967379418,1. Nf3 d5 2. d4 Bf5 3. c4 e6,29,2021,0,0
16044050,Teimour Radjabov,Peter Svidler,2765,2714,1,4.271277486054955,1. Nf3 Nf6 2. c4 c5 3. Nc3 d5,28,2021,0,0
16045758,Teimour Radjabov,Alan Pichot,2765,2630,1,3.1494039100664972,1. Nf3 Nf6 2. b3 d5 3. Bb2 Bf5,36,2021,0,0
16046896,Teimour Radjabov,Anish Giri,2758,2731,1,4.612219079428285,1. Nf3 c5 2. c4 Nf6 3. Nc3 Nc6,62,2021,0,0
16049224,Teimour Radjabov,Magnus Carlsen,2758,2881,1,6.69969013903483,1. d4 Nf6 2. c4 e6 3. Nf3 d5,54,2021,1,1
16052784,Teimour Radjabov,Ian Nepomniachtchi,2758,2778,1,5.287505638922686,1. Nf3 g6 2. e4 d6 3. d4 Nf6,95,2021,1,0
16063148,Teimour Radjabov,Alireza Firouzja,2758,2703,1,4.215032476552572,1. d4 Nf6 2. c4 e6 3. Nf3 d5,48,2021,0,0
16063972,Teimour Radjabov,Peter Svidler,2757,2754,1,4.956827602449402,1. Nf3 c5 2. c4 Nc6 3. Nc3 g6,33,2021,0,0
16114672,Teimour Radjabov,Evgeny Agrest,2747,2563,1,2.5746444105693023,1. Nf3 d5 2. d4 Nf6 3. c4 c6,37,2021,0,0
16140354,Teimour Radjabov,Wang Hao,2747,2750,1,5.043172397550597,1. Nf3 d5 2. d4 Nf6 3. c4 e6,68,2021,1,0
15792733,Teimour Radjabov,Anish Giri,2765,2764,0,-5.014391117091527,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+,50,2021,1,0
15792939,Teimour Radjabov,Wesley So,2765,2770,0,-4.928049182909486,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,52,2021,0,0
16051694,Teimour Radjabov,Magnus Carlsen,2758,2881,0,-3.300309860965169,1. d4 d5 2. c4 e6 3. Nc3 h6,44,2021,0,0
16063970,Teimour Radjabov,Fabiano Caruana,2757,2711,0,-5.6581520306923325,1. Nf3 Nf6 2. b3 g6 3. Bb2 Bg7,44,2021,1,0
16064070,Teimour Radjabov,Levon Aronian,2757,2739,0,-5.25880930891169,1. d4 Nf6 2. c4 e6 3. Nf3 d5,29,2021,1,0
16064598,Teimour Radjabov,Ian Nepomniachtchi,2757,2785,0,-4.597917716762543,1. Nf3 Nf6 2. c4 e6 3. Nc3 d5,55,2021,0,0
16064606,Teimour Radjabov,Alireza Firouzja,2757,2770,0,-4.813002220704414,1. d4 d5 2. Nf3 Nf6 3. c4 e6,57,2021,0,0
16064776,Teimour Radjabov,Vladimir Kramnik,2757,2797,0,-4.426883662377072,1. Nf3 Nf6 2. c4 c5 3. Nc3 e6,71,2021,0,0
15791223,Teimour Radjabov,Levon Aronian,2765,2767,0.5,0.028781995748108913,1. d4 Nf6 2. c4 e6 3. Nf3 d5,49,2021,1,0
15791251,Teimour Radjabov,Levon Aronian,2765,2767,0.5,0.028781995748108913,1. d4 Nf6 2. c4 e6 3. Nf3 d5,45,2021,1,0
15792477,Teimour Radjabov,Jan-Krzysztof Duda,2765,2743,0.5,-0.3161829782810732,1. Nf3 Nf6 2. c4 e6 3. Nc3 d5,64,2021,1,0
15792497,Teimour Radjabov,Hikaru Nakamura,2765,2736,0.5,-0.41637702714763414,1. d4 Nf6 2. c4 e6 3. Nf3 d5,17,2021,1,0
15792505,Teimour Radjabov,Anish Giri,2765,2764,0.5,-0.01439111709152785,1. d4 Nf6 2. c4 e6 3. Nf3 d5,40,2021,1,0
15792621,Teimour Radjabov,Ding Liren,2765,2791,0.5,0.3734731716649281,1. d4 Nf6 2. c4 e6 3. Nf3 b6,40,2021,1,0
15792657,Teimour Radjabov,Levon Aronian,2765,2781,0.5,0.23009587297562306,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4,37,2021,1,0
15792669,Teimour Radjabov,Maxime Vachier-Lagrave,2765,2784,0.5,0.2731597300649291,1. Nf3 Nf6 2. b3 g6 3. Bb2 Bg7,65,2021,1,0
15792721,Teimour Radjabov,Anish Giri,2765,2764,0.5,-0.01439111709152785,1. d4 Nf6 2. c4 e6 3. Nf3 d5,31,2021,1,0
15792827,Teimour Radjabov,Anish Giri,2765,2764,0.5,-0.01439111709152785,1. Nf3 d5 2. b3 Bf5 3. Bb2 e6,38,2021,1,0
15792857,Teimour Radjabov,Anish Giri,2765,2764,0.5,-0.01439111709152785,1. d4 Nf6 2. c4 e6 3. Nf3 d5,36,2021,1,0
15792937,Teimour Radjabov,Wesley So,2765,2770,0.5,0.07195081709051365,1. d4 Nf6 2. c4 e6 3. Nf3 d5,41,2021,1,0
15792941,Teimour Radjabov,Wesley So,2765,2770,0.5,0.07195081709051365,1. d4 Nf6 2. c4 e6 3. Nf3 d5,35,2021,1,0
16025005,Teimour Radjabov,Anish Giri,2765,2776,0.5,0.1582498526473508,1. d4 Nf6 2. c4 e6 3. Nf3 d5,35,2021,1,0
16025011,Teimour Radjabov,Alan Pichot,2765,2630,0.5,-1.8505960899335028,1. Nf3 Nf6 2. c4 e6 3. d4 d5,25,2021,1,1
16025097,Teimour Radjabov,Levon Aronian,2765,2781,0.5,0.23009587297562306,1. d4 Nf6 2. c4 e6 3. Nf3 d5,92,2021,1,0
16025241,Teimour Radjabov,Magnus Carlsen,2765,2847,0.5,1.15864104253756,1. d4 d5 2. c4 e6 3. Nf3 Nf6,35,2021,1,0
16025327,Teimour Radjabov,Ian Nepomniachtchi,2765,2789,0.5,0.3448394472683153,1. d4 Nf6 2. c4 g6 3. Nc3 d5,15,2021,1,0
16031543,Teimour Radjabov,Leinier Dominguez Perez,2765,2758,0.5,-0.10072446927438472,1. d4 d5 2. Nf3 Nf6 3. c4 dxc4,42,2021,1,0
16031649,Teimour Radjabov,Magnus Carlsen,2765,2847,0.5,1.15864104253756,1. d4 Nf6 2. c4 e6 3. Nf3 d5,56,2021,1,0
16031659,Teimour Radjabov,Magnus Carlsen,2765,2847,0.5,1.15864104253756,1. d4 Nf6 2. c4 e6 3. Nf3 d5,31,2021,1,0
16031767,Teimour Radjabov,Magnus Carlsen,2765,2847,0.5,1.15864104253756,1. d4 Nf6 2. c4 e6 3. Nf3 d5,40,2021,1,0
16031795,Teimour Radjabov,Magnus Carlsen,2765,2847,0.5,1.15864104253756,1. d4 Nf6 2. c4 e6 3. Nf3 d5,40,2021,1,0
16032069,Teimour Radjabov,Jan-Krzysztof Duda,2765,2729,0.5,-0.5162354731096053,1. Nf3 d5 2. d4 Nf6 3. c4 e6,36,2021,1,0
16044894,Teimour Radjabov,Levon Aronian,2765,2781,0.5,0.23009587297562306,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6,60,2021,1,0
16046788,Teimour Radjabov,Anish Giri,2758,2731,0.5,-0.3877809205717153,1. d4 Nf6 2. c4 g6 3. Nc3 d5,53,2021,1,0
16048718,Teimour Radjabov,Daniil Dubov,2758,2770,0.5,0.17262524432376192,1. d4 Nf6 2. c4 g6 3. Nc3 d5,24,2021,1,0
